"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1596484","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.0467","-76.11138","reported","Accurate","Lake Ontario","04150200","2011","7","29","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-07-29 to 2011-07-29; <a href = http://www.misin.msu.edu/browse/record.php?id=512128 target = _blank >MISIN report ID 512128</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596466","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.04584","-76.1112","reported","Accurate","Lake Ontario","04150200","2011","7","28","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512118 target = _blank >MISIN report ID 512118</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596467","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.04605","-76.11096","reported","Accurate","Lake Ontario","04150200","2011","7","28","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-07-28 to 2011-07-28; <a href = http://www.misin.msu.edu/browse/record.php?id=512115 target = _blank >MISIN report ID 512115</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596471","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.04623","-76.11086","reported","Accurate","Lake Ontario","04150200","2011","7","28","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512109 target = _blank >MISIN report ID 512109</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596474","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.04627","-76.1107","reported","Accurate","Lake Ontario","04150200","2011","7","28","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512107 target = _blank >MISIN report ID 512107</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596524","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.05895","-76.29461","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512346 target = _blank >MISIN report ID 512346</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596527","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.05906","-76.2946","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512352 target = _blank >MISIN report ID 512352</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596529","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.05919","-76.29461","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512354 target = _blank >MISIN report ID 512354</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596535","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.0609","-76.29365","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512341 target = _blank >MISIN report ID 512341</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596538","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.0609","-76.29368","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","n=4 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512336 target = _blank >MISIN report ID 512336</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596543","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06093","-76.29377","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512325 target = _blank >MISIN report ID 512325</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596546","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06096","-76.29384","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512321 target = _blank >MISIN report ID 512321</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596548","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06101","-76.2939","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512319 target = _blank >MISIN report ID 512319</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596549","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06116","-76.29272","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512305 target = _blank >MISIN report ID 512305</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596550","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06123","-76.29265","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512301 target = _blank >MISIN report ID 512301</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596552","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06127","-76.29262","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512302 target = _blank >MISIN report ID 512302</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596553","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06135","-76.29276","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512306 target = _blank >MISIN report ID 512306</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596554","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06142","-76.29283","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512307 target = _blank >MISIN report ID 512307</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596557","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06146","-76.29287","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512310 target = _blank >MISIN report ID 512310</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596559","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06154","-76.29295","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512312 target = _blank >MISIN report ID 512312</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596562","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06159","-76.293","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512315 target = _blank >MISIN report ID 512315</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596572","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07679","-76.33392","reported","Accurate","Lake Ontario","04150200","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512455 target = _blank >MISIN report ID 512455</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596579","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07684","-76.33397","reported","Accurate","Lake Ontario","04150200","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512451 target = _blank >MISIN report ID 512451</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596590","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07721","-76.33357","reported","Accurate","Lake Ontario","04150200","2011","8","4","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512416 target = _blank >MISIN report ID 512416</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596594","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07727","-76.33371","reported","Accurate","Lake Ontario","04150200","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512409 target = _blank >MISIN report ID 512409</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596597","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07731","-76.33377","reported","Accurate","Lake Ontario","04150200","2011","8","4","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512405 target = _blank >MISIN report ID 512405</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596605","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.0783","-76.33208","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512435 target = _blank >MISIN report ID 512435</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596609","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07834","-76.33203","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512432 target = _blank >MISIN report ID 512432</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596611","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07838","-76.33202","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512430 target = _blank >MISIN report ID 512430</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596613","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07848","-76.33199","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512425 target = _blank >MISIN report ID 512425</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596616","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07853","-76.33194","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512422 target = _blank >MISIN report ID 512422</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596568","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07672","-76.33389","reported","Accurate","Lake Ontario","04150200","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512459 target = _blank >MISIN report ID 512459</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596584","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07689","-76.33402","reported","Accurate","Lake Ontario","04150200","2011","8","4","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-04 to 2011-08-04; <a href = http://www.misin.msu.edu/browse/record.php?id=512448 target = _blank >MISIN report ID 512448</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596602","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.07825","-76.33211","reported","Accurate","Chaumont-Perch","04150102","2011","8","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512439 target = _blank >MISIN report ID 512439</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600612","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.08273","-76.31088","reported","Accurate","Chaumont-Perch","04150102","2012","8","6","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2012-08-06 to 2012-08-06; <a href = http://www.misin.msu.edu/browse/record.php?id=512470 target = _blank >MISIN report ID 512470</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600488","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.00781","-76.07736","reported","Accurate","Chaumont-Perch","04150102","2012","8","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512022 target = _blank >MISIN report ID 512022</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600490","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.00785","-76.07732","reported","Accurate","Chaumont-Perch","04150102","2012","8","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512018 target = _blank >MISIN report ID 512018</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600495","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.00793","-76.07754","reported","Accurate","Chaumont-Perch","04150102","2012","8","1","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2012-08-01 to 2012-08-01; <a href = http://www.misin.msu.edu/browse/record.php?id=512043 target = _blank >MISIN report ID 512043</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600497","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.00793","-76.0776","reported","Accurate","Chaumont-Perch","04150102","2012","8","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512050 target = _blank >MISIN report ID 512050</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600539","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.01262","-76.069","reported","Accurate","Chaumont-Perch","04150102","2012","8","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512090 target = _blank >MISIN report ID 512090</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600504","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.00796","-76.07765","reported","Accurate","Chaumont-Perch","04150102","2012","8","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=511994 target = _blank >MISIN report ID 511994</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600493","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.00791","-76.0774","reported","Accurate","Chaumont-Perch","04150102","2012","8","1","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2012-08-01 to 2012-08-01; <a href = http://www.misin.msu.edu/browse/record.php?id=512028 target = _blank >MISIN report ID 512028</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600587","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06643","-76.15373","reported","Accurate","Lake Ontario","04150200","2012","8","2","established","<a href = http://www.misin.msu.edu/browse/record.php?id=512158 target = _blank >MISIN report ID 512158</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600591","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06645","-76.15373","reported","Accurate","Lake Ontario","04150200","2012","8","2","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2012-08-02 to 2012-08-02; <a href = http://www.misin.msu.edu/browse/record.php?id=512162 target = _blank >MISIN report ID 512162</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600605","2961","Plants","Typhaceae","Typha X glauca","white cattail","United States of America","NY","Jefferson","[No locality description provided]","44.06692","-76.1529","reported","Accurate","Lake Ontario","04150200","2012","8","2","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2012-08-02 to 2012-08-02; <a href = http://www.misin.msu.edu/browse/record.php?id=512186 target = _blank >MISIN report ID 512186</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
